date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:35:59	69/69	---M-Z	200	added ('OK')	text/plain	date:Wed,%2026%20Mar%202025%2018:35:58%20GMT	https://www.saypeaceinfiftycountries.com/robots.txt		(from )
14:35:59	30672/30672	---M-Z	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2018:35:58%20GMT	https://www.saypeaceinfiftycountries.com/	/Users/kathryncartlidge/Desktop/mywebsite/www.saypeaceinfiftycountries.com/index.html	(from )
14:36:00	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Wed,%2026%20Mar%202025%2018:35:59%20GMT	https://www.saypeaceinfiftycountries.com/xmlrpc.php	/Users/kathryncartlidge/Desktop/mywebsite/www.saypeaceinfiftycountries.com/xmlrpc.php	(from https://www.saypeaceinfiftycountries.com/)
14:36:00	1/1	---MC-	400	error ('Bad%20Request')	text/html	date:Wed,%2026%20Mar%202025%2018:36:00%20GMT	https://www.saypeaceinfiftycountries.com/wp-admin/admin-ajax.php	/Users/kathryncartlidge/Desktop/mywebsite/www.saypeaceinfiftycountries.com/wp-admin/admin-ajax.php	(from https://www.saypeaceinfiftycountries.com/)
14:36:01	29271/29271	---M-Z	200	added ('OK')	text/css	etag:%223972bee-7257-5ba8e4bf4a580-gzip%22	https://www.saypeaceinfiftycountries.com/wp-includes/css/dist/block-library/style.min.css?ver=5.2.17	/Users/kathryncartlidge/Desktop/mywebsite/www.saypeaceinfiftycountries.com/wp-includes/css/dist/block-library/style.min35eb.css	(from https://www.saypeaceinfiftycountries.com/)
14:36:02	14729/14729	---M-Z	200	added ('OK')	text/css	etag:%2239725b8-3989-5922608a50bc0-gzip%22	https://www.saypeaceinfiftycountries.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/style.css?ver=2.3.0	/Users/kathryncartlidge/Desktop/mywebsite/www.saypeaceinfiftycountries.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/stylea1ec.css	(from https://www.saypeaceinfiftycountries.com/)
14:36:03	16542/16542	---M-Z	200	added ('OK')	text/css	etag:%22397234c-409e-59226096b6900-gzip%22	https://www.saypeaceinfiftycountries.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=3.7.0	/Users/kathryncartlidge/Desktop/mywebsite/www.saypeaceinfiftycountries.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout3088.css	(from https://www.saypeaceinfiftycountries.com/)
14:36:04	6564/6564	---M-Z	200	added ('OK')	application/rss+xml	etag:%22aab5d9d827c619be1f1791ffd77a558f-gzip%22	https://www.saypeaceinfiftycountries.com/feed/	/Users/kathryncartlidge/Desktop/mywebsite/www.saypeaceinfiftycountries.com/feed/index.html	(from https://www.saypeaceinfiftycountries.com/)
14:36:04	6758/6758	---M-Z	200	added ('OK')	text/css	etag:%2239722f9-1a66-59226092e6000-gzip%22	https://www.saypeaceinfiftycountries.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=3.7.0	/Users/kathryncartlidge/Desktop/mywebsite/www.saypeaceinfiftycountries.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen3088.css	(from https://www.saypeaceinfiftycountries.com/)
14:36:05	62639/62639	---M-Z	200	added ('OK')	text/css	etag:%223972206-f4af-59226092e6000-gzip%22	https://www.saypeaceinfiftycountries.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=3.7.0	/Users/kathryncartlidge/Desktop/mywebsite/www.saypeaceinfiftycountries.com/wp-content/plugins/woocommerce/assets/css/woocommerce3088.css	(from https://www.saypeaceinfiftycountries.com/)
